,Open Bid_x,Open Bid_y,Long Swap USDCZK,Short Swap USDCZK,open_1
2007-01-14,5.25,3.58,1.2044444444444443e-05,-1.241415742208135e-05,6.4714
2007-01-15,5.2,3.52,1.2051971326164878e-05,-1.2742504409171072e-05,6.438
2007-01-16,5.21,3.55,1.2032563964931115e-05,-1.25022010917415e-05,6.4266
2007-01-17,5.2,3.6,3.64247311827957e-05,-3.783068783068783e-05,6.4319
2007-01-18,5.22,3.6,1.2191854233654874e-05,-1.259024476140165e-05,6.4264
2007-01-19,5.24,3.65,1.2286324786324788e-05,-1.2658227848101268e-05,6.4479
2007-01-20,5.26,3.65,1.2069577564785233e-05,-1.2658227848101268e-05,6.4479
2007-01-21,5.26,3.65,1.2291444799432016e-05,-1.2658227848101268e-05,6.4479
2007-01-22,5.21,3.66,1.2166756128108785e-05,-1.2634266596231729e-05,6.4442
2007-01-23,5.21,3.67,1.207729468599034e-05,-1.2766332100721956e-05,6.4574
2007-01-24,5.21,3.59,3.609769189479335e-05,-3.75066032752245e-05,6.3806
2007-01-25,5.22,3.79,1.2013219006788138e-05,-1.2458179256911428e-05,6.3333
2007-01-26,5.21,3.75,1.207729468599034e-05,-1.2766332100721956e-05,6.3403
2007-01-27,5.26,3.8,1.193645722399716e-05,-1.2790084388185651e-05,6.3403
2007-01-28,5.24,3.81,1.188568376068376e-05,-1.2718600953895072e-05,6.3403
2007-01-29,5.21,3.78,1.1764179638575777e-05,-1.272231026589188e-05,6.3373
2007-01-30,5.22,3.73,1.2102536620221508e-05,-1.2766332100721956e-05,6.2895
2007-01-31,5.21,3.72,3.623188405797102e-05,-3.829899630216587e-05,6.2776
2007-02-01,5.21,3.76,1.1808910359634996e-05,-1.2810353935552034e-05,6.2406
2007-02-02,5.22,3.73,1.1745266166488032e-05,-1.2678288431061803e-05,6.2421
2007-02-03,5.26,3.74,1.1670216542421012e-05,-1.2570323488045007e-05,6.2421
2007-02-04,5.25,3.82,1.1644444444444446e-05,-1.2522045855379188e-05,6.2421
2007-02-05,5.21,3.77,1.158525675433888e-05,-1.259024476140165e-05,6.2726
2007-02-06,5.22,3.78,1.2013219006788138e-05,-1.2678288431061803e-05,6.2824
2007-02-07,5.21,3.78,3.636607622114869e-05,-3.769841269841269e-05,6.232
2007-02-08,5.22,3.71,1.2057877813504822e-05,-1.272231026589188e-05,6.2129
2007-02-09,5.21,3.8,1.2032563964931115e-05,-1.272231026589188e-05,6.2015
2007-02-10,5.26,3.8,1.2069577564785233e-05,-1.2614275668073136e-05,6.2015
2007-02-11,5.26,3.74,1.1892083777067803e-05,-1.2658227848101268e-05,6.2015
2007-02-12,5.21,3.7,1.1808910359634996e-05,-1.2678288431061803e-05,6.2483
2007-02-13,5.21,3.8,1.185364108069422e-05,-1.241415742208135e-05,6.2473
2007-02-14,5.21,3.78,3.623188405797102e-05,-3.790279978869518e-05,6.2067
2007-02-15,5.21,3.77,1.185364108069422e-05,-1.2678288431061803e-05,6.147
2007-02-16,5.21,3.77,1.207729468599034e-05,-1.2634266596231729e-05,6.1168
2007-02-17,5.23,3.7,1.181558765828429e-05,-1.2586115527291997e-05,6.1168
2007-02-18,5.24,3.7,1.2508903133903132e-05,-1.2939409998233527e-05,6.1168
2007-02-19,5.21,3.76,1.1764179638575777e-05,-1.2634266596231729e-05,6.1105
2007-02-20,5.21,3.75,1.207729468599034e-05,-1.2678288431061803e-05,6.0976
2007-02-21,5.21,3.76,3.5426731078904984e-05,-3.790279978869518e-05,6.1213
2007-02-22,5.21,3.77,1.207729468599034e-05,-1.2766332100721956e-05,6.1379
2007-02-23,5.21,3.76,1.207729468599034e-05,-1.2766332100721956e-05,6.1396
2007-02-24,5.23,3.7,1.2038523274478334e-05,-1.263027733615969e-05,6.1396
2007-02-25,5.23,3.7,1.2038523274478334e-05,-1.263027733615969e-05,6.1396
2007-02-26,5.22,3.78,1.2057877813504822e-05,-1.259024476140165e-05,6.1158
2007-02-27,5.21,3.74,1.1987833243871893e-05,-1.25022010917415e-05,6.1047
2007-02-28,5.23,3.68,3.6115569823435e-05,-3.7420382165605095e-05,6.1246
2007-03-01,5.21,3.71,1.207729468599034e-05,-1.2634266596231729e-05,6.1377
2007-03-02,5.21,3.76,1.1898371801753444e-05,-1.259024476140165e-05,6.1512
2007-03-03,5.27,3.72,1.213893319156477e-05,-1.2497791909556618e-05,6.1512
2007-03-04,5.25,3.82,1.2044444444444443e-05,-1.256192498230715e-05,6.1512
2007-03-05,5.21,3.78,1.1943102522812668e-05,-1.2546222926571578e-05,6.1807
2007-03-06,5.21,3.78,1.1987833243871893e-05,-1.2546222926571578e-05,6.2555
2007-03-07,5.23,3.75,3.624933119315141e-05,-3.79511677282378e-05,6.2088
2007-03-08,5.23,3.68,1.1904761904761903e-05,-1.2473460721868363e-05,6.1799
2007-03-09,5.23,3.83,1.2172284644194758e-05,-1.2517692852087754e-05,6.1844
2007-03-10,5.23,3.9,1.212769752095595e-05,-1.2497791909556618e-05,6.1844
2007-03-11,5.25,3.87,1.1955555555555556e-05,-1.2473460721868363e-05,6.1844
2007-03-12,5.23,3.85,1.2083110397717138e-05,-1.2429228591648973e-05,6.1682
2007-03-13,5.23,3.9,1.2038523274478334e-05,-1.2473460721868363e-05,6.1324
2007-03-14,5.23,3.97,3.571428571428572e-05,-3.7420382165605095e-05,6.1475
2007-03-15,5.23,3.98,1.1860174781523098e-05,-1.2429228591648973e-05,6.1264
2007-03-16,5.23,3.99,1.2350633137149993e-05,-1.269462137296532e-05,6.1143
2007-03-17,5.26,4.01,1.2291444799432016e-05,-1.2658227848101268e-05,6.1143
2007-03-18,5.25,4.04,1.1911111111111112e-05,-1.2429228591648973e-05,6.1143
2007-03-19,5.22,3.92,1.223651304037156e-05,-1.2678288431061803e-05,6.1228
2007-03-20,5.22,3.98,1.223651304037156e-05,-1.2790084388185651e-05,6.1314
2007-03-21,5.23,3.96,3.6383092562867846e-05,-3.755307855626326e-05,6.1504
2007-03-22,5.22,4.0,1.1968560200071455e-05,-1.2658227848101268e-05,6.1066
2007-03-23,5.28,3.99,1.2163835810332629e-05,-1.2626262626262628e-05,6.0957
2007-03-24,5.26,4.0,1.2069577564785233e-05,-1.2438466947960616e-05,6.0957
2007-03-25,5.29,4.06,1.187952658540894e-05,-1.2570323488045007e-05,6.0957
2007-03-26,5.26,4.04,1.1803336883209089e-05,-1.268591426071741e-05,6.1177
2007-03-27,5.28,4.06,1.22965322009908e-05,-1.273329844758416e-05,6.0898
2007-03-28,5.28,4.14,3.6358811040339705e-05,-3.80463401790416e-05,6.0772
2007-03-29,5.22,4.08,1.1968560200071455e-05,-1.2438466947960616e-05,6.0845
2007-03-30,5.22,4.13,1.1968560200071455e-05,-1.2834036568213783e-05,6.0819
2007-03-31,5.21,4.03,1.1808910359634996e-05,-1.272231026589188e-05,6.0819
2007-04-01,5.26,4.0,1.193645722399716e-05,-1.267443914502738e-05,6.0819
2007-04-02,5.22,4.08,1.2013219006788138e-05,-1.2658227848101268e-05,6.0804
2007-04-03,5.21,3.98,1.1898371801753444e-05,-1.2766332100721956e-05,6.1056
2007-04-04,5.21,4.01,3.569511540526033e-05,-3.724247226624405e-05,6.1263
2007-04-05,5.24,4.02,1.215277777777778e-05,-1.2718600953895072e-05,6.1138
2007-04-06,5.24,4.01,1.215277777777778e-05,-1.2594347902404774e-05,6.07475
2007-04-07,5.23,3.95,1.2038523274478334e-05,-1.2702180028129395e-05,6.07475
2007-04-08,5.26,4.09,1.2025204117855875e-05,-1.2541953718424304e-05,6.07475
2007-04-09,5.24,4.02,1.19747150997151e-05,-1.2541953718424304e-05,6.09885
2007-04-10,5.27,4.02,1.2094630515683145e-05,-1.2586115527291997e-05,6.0745
2007-04-11,5.24,3.93,3.659188034188034e-05,-3.749337572866985e-05,6.0261
2007-04-12,5.25,3.92,1.208888888888889e-05,-1.2433862433862431e-05,6.009
2007-04-13,5.25,3.9,1.217777777777778e-05,-1.2566137566137563e-05,5.9828
2007-04-14,5.28,3.92,1.2208067940552016e-05,-1.2610229276895942e-05,5.9828
2007-04-15,5.26,4.06,1.2113951011714592e-05,-1.2678288431061803e-05,5.9828
2007-04-16,5.27,4.06,1.213893319156477e-05,-1.2610229276895942e-05,5.96665
2007-04-17,5.25,3.92,1.208888888888889e-05,-1.265432098765432e-05,5.9672
2007-04-18,5.24,3.99,3.699252136752137e-05,-3.817798841495524e-05,5.94845
2007-04-19,5.25,3.95,1.2044444444444443e-05,-1.2433862433862431e-05,5.95695
2007-04-20,5.23,4.03,1.1993936151239522e-05,-1.250658241179568e-05,5.94105
2007-04-21,5.24,4.2,1.201923076923077e-05,-1.285764437423205e-05,5.94105
2007-04-22,5.24,4.2,1.201923076923077e-05,-1.285764437423205e-05,5.94105
2007-04-23,5.27,4.13,1.196172248803828e-05,-1.2566137566137563e-05,5.9709
2007-04-24,5.24,4.14,1.1930199430199432e-05,-1.2462699666491131e-05,5.97395
2007-04-25,5.25,4.16,3.653333333333334e-05,-3.769841269841269e-05,5.93825
2007-04-26,5.25,3.94,1.222222222222222e-05,-1.2786596119929451e-05,5.95935
2007-04-27,5.25,4.1,1.2133333333333331e-05,-1.2433862433862431e-05,5.9815
2007-04-28,5.26,4.07,1.2202697905573305e-05,-1.2806924571630454e-05,5.9815
2007-04-29,5.26,4.0,1.2202697905573305e-05,-1.2877988748241914e-05,5.9815
2007-04-30,5.23,3.99,1.212769752095595e-05,-1.2790084388185651e-05,5.9552
2007-05-01,5.24,4.04,1.2108262108262108e-05,-1.26984126984127e-05,5.9477
2007-05-02,5.25,4.04,3.666666666666666e-05,-3.822751322751322e-05,5.9835
2007-05-03,5.25,3.95,1.1777777777777776e-05,-1.2522045855379188e-05,5.96945
2007-05-04,5.25,3.98,1.1866666666666668e-05,-1.2742504409171072e-05,5.9947
2007-05-05,5.26,3.97,1.2025204117855875e-05,-1.2790084388185651e-05,5.9947
2007-05-06,5.26,4.1,1.2025204117855875e-05,-1.2790084388185651e-05,5.9947
2007-05-07,5.22,4.04,1.2013219006788138e-05,-1.272231026589188e-05,5.9604
2007-05-08,5.24,3.99,1.2108262108262108e-05,-1.2453630100688923e-05,5.9651
2007-05-09,5.24,4.0,3.6057692307692304e-05,-3.709591944886063e-05,6.0042
2007-05-10,5.24,3.94,1.1752136752136752e-05,-1.267443914502738e-05,6.0115
2007-05-11,5.24,4.02,1.206374643874644e-05,-1.2806924571630454e-05,6.0693
2007-05-12,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.0693
2007-05-14,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.0234
2007-05-15,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.0458
2007-05-16,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.0094
2007-05-17,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.04542
2007-05-18,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.0572
2007-05-21,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.0406
2007-05-22,5.26,4.04,1.2113951011714592e-05,-1.2790084388185651e-05,6.0535
2007-05-23,5.26,4.04,3.952991452991454e-05,-4.160042395336514e-05,6.0394
2007-05-24,5.26,4.04,1.4645655270655271e-05,-1.4970853206147324e-05,6.0287
2007-05-25,5.26,4.04,1.3310185185185184e-05,-1.3866807984455046e-05,6.0385
2007-05-26,5.26,4.04,1.2755555555555556e-05,-1.3646768797323472e-05,6.0385
2007-05-27,5.26,4.04,1.2779552715654951e-05,-1.3601837131248896e-05,6.0385
2007-05-28,5.26,4.04,1.3265669515669516e-05,-1.3822646175587351e-05,6.0102
2007-05-29,5.26,4.04,1.2330840455840455e-05,-1.2895248189365834e-05,6.0228
2007-05-30,5.22,4.2,3.5637727759914246e-05,-3.8431061806656105e-05,6.0324
2007-05-31,5.23,4.24,1.1146780809702155e-05,-1.164732770745429e-05,6.0645
2007-06-01,5.23,4.17,1.0700909577314071e-05,-1.160337552742616e-05,6.0294
2007-06-02,5.25,4.26,1.08e-05,-1.1577742560309912e-05,6.0294
2007-06-03,5.26,4.3,1.0827121050763222e-05,-1.1577742560309912e-05,6.0294
2007-06-04,5.22,4.24,1.0807431225437655e-05,-1.1577742560309912e-05,6.0226
2007-06-05,5.24,4.24,1.117343304843305e-05,-1.1482070305599715e-05,5.9755
2007-06-06,5.24,4.19,3.2986111111111115e-05,-3.431372549019607e-05,5.9665
2007-06-07,5.24,4.2,1.0995370370370372e-05,-1.1349584878996644e-05,5.9823
2007-06-08,5.24,4.2,1.0683760683760684e-05,-1.161455573220279e-05,6.0035
2007-06-09,5.26,4.24,1.0782747603833868e-05,-1.111990154711674e-05,6.0035
2007-06-10,5.26,4.3,1.0782747603833868e-05,-1.109350237717908e-05,6.0035
2007-06-11,5.24,4.24,1.0683760683760684e-05,-1.1040452216922802e-05,6.0721
2007-06-12,5.24,4.24,1.0594729344729346e-05,-1.095212859918742e-05,6.0604
2007-06-13,5.25,4.18,3.24e-05,-3.346560846560847e-05,6.1001
2007-06-14,5.25,4.21,1.0533333333333331e-05,-1.128747795414462e-05,6.0838
2007-06-15,5.23,4.25,1.0790083823791688e-05,-1.1207805907172998e-05,6.08059
2007-06-16,5.26,4.27,1.0738374156904508e-05,-1.15154711673699e-05,6.08059
2007-06-17,5.26,4.27,1.0738374156904508e-05,-1.148969889064976e-05,6.08059
2007-06-18,5.23,4.17,1.0879258070269307e-05,-1.1295710267229256e-05,6.0261
2007-06-19,5.24,4.21,1.0861823361823364e-05,-1.1437908496732024e-05,6.0117
2007-06-20,5.24,4.25,3.245192307692308e-05,-3.3783783783783784e-05,6.0103
2007-06-21,5.24,4.32,1.0639245014245012e-05,-1.1040452216922802e-05,5.9968
2007-06-22,5.27,4.39,1.054403685982633e-05,-1.1295710267229256e-05,5.9653
2007-06-23,5.26,4.29,1.0738374156904508e-05,-1.111990154711674e-05,5.9653
2007-06-24,5.3,4.29,1.062610229276896e-05,-1.1321748288572932e-05,5.9653
2007-06-25,5.26,4.46,1.069400070997515e-05,-1.1198600174978128e-05,5.9247
2007-06-26,5.28,4.56,1.12791932059448e-05,-1.1628927505704758e-05,5.94295
2007-06-27,5.3,4.45,3.227513227513227e-05,-3.357030015797789e-05,5.96995
2007-06-28,5.22,4.36,1.0718113612004288e-05,-1.1225567881669306e-05,5.9066
2007-06-29,5.24,4.42,1.0728276353276352e-05,-1.1409513779182024e-05,5.9078
2007-06-30,5.27,4.49,1.0942760942760942e-05,-1.134770417104802e-05,5.9078
2007-07-01,5.27,4.49,1.0898458266879317e-05,-1.1383614627285517e-05,5.9078
2007-07-02,5.21,4.5,1.0869565217391308e-05,-1.1313611551329456e-05,5.8999
2007-07-03,5.25,4.43,1.1066666666666669e-05,-1.1552028218694885e-05,5.81265
2007-07-04,5.23,4.46,3.2905296950240775e-05,-3.467827004219409e-05,5.82795
2007-07-05,5.25,4.46,1.1066666666666669e-05,-1.1552028218694885e-05,5.82595
2007-07-06,5.26,4.47,1.1093361732339368e-05,-1.1471518987341772e-05,5.8175
2007-07-07,5.26,4.51,1.118210862619808e-05,-1.155942334739803e-05,5.8175
2007-07-08,5.26,4.45,1.104898828541001e-05,-1.155942334739803e-05,5.8175
2007-07-09,5.26,4.48,1.1137735179268724e-05,-1.15154711673699e-05,5.80505
2007-07-10,5.26,4.43,1.1137735179268724e-05,-1.15154711673699e-05,5.81635
2007-07-11,5.26,4.41,3.434504792332268e-05,-3.533755274261604e-05,5.79745
2007-07-12,5.27,4.45,1.1385787701577171e-05,-1.1848341232227491e-05,5.76812
2007-07-13,5.27,4.42,1.1562998405103668e-05,-1.1892223977532034e-05,5.73157
2007-07-14,5.27,4.53,1.2050327839801525e-05,-1.2550465157100226e-05,5.73157
2007-07-15,5.27,4.53,1.2050327839801525e-05,-1.2550465157100226e-05,5.73157
2007-07-16,5.27,4.41,1.187311713627503e-05,-1.219940319466386e-05,5.73687
2007-07-17,5.27,4.49,1.3822434875066453e-05,-1.4393540459891172e-05,5.72277
2007-07-18,5.27,4.47,4.053694843168527e-05,-4.1600842548709845e-05,5.71002
2007-07-19,5.26,4.47,1.1980830670926514e-05,-1.239451476793249e-05,5.72649
2007-07-20,5.26,4.5,1.1492722754703586e-05,-1.1998945147679326e-05,5.73222
2007-07-21,5.26,4.53,1.171458998935037e-05,-1.2218706047819972e-05,5.73222
2007-07-22,5.26,4.52,1.171458998935037e-05,-1.2218706047819972e-05,5.73222
2007-07-23,5.26,4.49,1.1581469648562302e-05,-1.2086849507735586e-05,5.72059
2007-07-24,5.27,4.48,1.1252879673932304e-05,-1.180445848692294e-05,5.72125
2007-07-25,5.27,4.49,3.242955874534822e-05,-3.39652448657188e-05,5.74733
2007-07-26,5.27,4.49,1.01010101010101e-05,-1.044409338248201e-05,5.79821
2007-07-27,5.27,4.45,1.0056707425128476e-05,-1.0548523206751056e-05,5.83395
2007-07-28,5.27,4.56,9.968102073365233e-06,-1.0312445146568368e-05,5.83395
2007-07-29,5.27,4.56,9.968102073365233e-06,-1.0312445146568368e-05,5.83395
2007-07-30,5.27,4.43,9.968102073365233e-06,-1.0312445146568368e-05,5.88865
2007-07-31,5.27,4.43,1.0012404749246856e-05,-1.0356327891872911e-05,5.81915
2007-08-01,5.27,4.47,2.9771398192450828e-05,-3.125e-05,5.83889
2007-08-02,5.25,4.56,9.777777777777775e-06,-1.0273368606701936e-05,5.83011
2007-08-03,5.28,4.54,1.0084925690021232e-05,-1.0602874167542936e-05,5.79105
2007-08-04,5.27,4.49,1.0145312776891725e-05,-1.0460618846694797e-05,5.79105
2007-08-05,5.28,4.56,1.0217622080679406e-05,-1.055906063792499e-05,5.79105
2007-08-06,5.28,4.45,1.0084925690021232e-05,-1.0515247108307044e-05,5.77155
2007-08-07,5.27,4.42,1.023391812865497e-05,-1.046634870164282e-05,5.77535
2007-08-08,5.28,4.46,3.0387473460721863e-05,-3.11674590596936e-05,5.80245
2007-08-09,5.25,4.38,9.822222222222222e-06,-1.014109347442681e-05,5.74945
2007-08-10,5.5,4.55,1.1025641025641024e-05,-1.139058265582656e-05,5.82339
2007-08-11,5.27,4.57,1.0145312776891725e-05,-1.0988045007032347e-05,5.82339
2007-08-12,5.25,4.66,1.0088888888888889e-05,-1.0934744268077602e-05,5.82339
2007-08-13,5.25,4.55,1.0933333333333333e-05,-1.128747795414462e-05,5.8171
2007-08-14,5.27,4.8,1.0056707425128476e-05,-1.0460618846694797e-05,5.85975
2007-08-15,5.47,4.57,3.207109737248841e-05,-3.305257784583971e-05,5.90275
2007-08-16,5.37,4.62,1.033490319204605e-05,-1.0929669949887675e-05,5.94263
2007-08-17,5.35,4.53,1.0673665791776028e-05,-1.1007106950944704e-05,5.97805
2007-08-18,5.27,4.56,1.023391812865497e-05,-1.0592475386779188e-05,5.97805
2007-08-19,5.27,4.75,1.0278220804536592e-05,-1.111990154711674e-05,5.97805
2007-08-20,5.4,4.53,1.0460069444444444e-05,-1.1308909528723772e-05,5.93495
2007-08-21,5.25,4.55,1.017777777777778e-05,-1.0537918871252205e-05,5.92395
2007-08-22,5.4,4.47,3.2421875e-05,-3.353973168214654e-05,5.95099
2007-08-23,5.25,4.58,1e-05,-1.0537918871252205e-05,5.89383
2007-08-24,5.35,4.48,1.00174978127734e-05,-1.061709135032068e-05,5.85778
2007-08-25,5.27,4.77,1.0145312776891725e-05,-1.1068044788975022e-05,5.85778
2007-08-26,5.35,4.78,1.032370953630796e-05,-1.115451388888889e-05,5.85778
2007-08-27,5.3,4.73,1.014109347442681e-05,-1.0677083333333336e-05,5.80755
2007-08-28,5.4,4.75,1.0503472222222225e-05,-1.0852713178294571e-05,5.83766
2007-08-29,5.37,4.66,3.021978021978022e-05,-3.310502283105023e-05,5.85848
2007-08-30,5.5,4.74,1.047008547008547e-05,-1.1026936026936028e-05,5.83065
2007-08-31,5.65,4.56,1.0442773600668336e-05,-1.1111111111111112e-05,5.80459
2007-09-01,5.6,4.62,9.89057239057239e-06,-1.077515568666011e-05,5.80459
2007-09-02,5.65,4.62,1.0025062656641604e-05,-1.0699588477366257e-05,5.80459
2007-09-03,5.6,4.45,9.469696969696971e-06,-1.01575456053068e-05,5.81885
2007-09-04,5.7,4.46,9.784411276948594e-06,-1.0294117647058826e-05,5.83248
2007-09-05,5.77,4.7,3.1634662727720333e-05,-3.418803418803418e-05,5.79635
2007-09-06,5.7,4.76,1.0033167495854064e-05,-1.1071143085531577e-05,5.78347
2007-09-07,5.62,4.7,9.944612286002014e-06,-1.0836163674591624e-05,5.77425
2007-09-08,5.55,4.77,9.4147582697201e-06,-1.0164609053497942e-05,5.77425
2007-09-09,5.55,4.8,9.4147582697201e-06,-1.0216642048252095e-05,5.77425
2007-09-10,5.57,4.61,9.639776763064431e-06,-1.0508308895405668e-05,5.74455
2007-09-11,5.57,4.72,9.597497040419415e-06,-1.059356299530972e-05,5.6908
2007-09-12,5.5,4.51,2.7692307692307694e-05,-2.9166666666666663e-05,5.67295
2007-09-13,5.3,4.61,8.862433862433862e-06,-9.932659932659932e-06,5.61845
2007-09-14,5.2,4.59,8.378136200716846e-06,-8.755555555555559e-06,5.65896
2007-09-15,5.18,4.82,8.315354189140595e-06,-9.201388888888893e-06,5.65896
2007-09-16,5.0,4.78,7.731481481481481e-06,-8.602150537634412e-06,5.65896
2007-09-17,5.18,4.82,8.360302049622438e-06,-9.244791666666668e-06,5.63075
2007-09-18,5.25,4.63,8.755555555555559e-06,-9.914529914529915e-06,5.62649
2007-09-19,4.9,4.65,2.3022598870056506e-05,-2.5416666666666677e-05,5.56203
2007-09-20,4.83,4.68,6.956356012959788e-06,-8.086622807017542e-06,5.56287
2007-09-21,4.9,4.57,7.580037664783429e-06,-8.35629017447199e-06,5.5225
2007-09-22,4.8,4.55,7.231800766283525e-06,-8.082497212931997e-06,5.5225
2007-09-23,4.95,4.55,7.749766573295985e-06,-8.310376492194673e-06,5.5225
2007-09-24,4.92,4.37,7.225975975975977e-06,-8.283810552854311e-06,5.5184
2007-09-25,5.02,4.63,8.028792912513842e-06,-8.42028189639392e-06,5.5203
2007-09-26,5.05,4.61,2.4380165289256203e-05,-2.6151761517615165e-05,5.50758
2007-09-27,4.86,4.88,7.536973833902166e-06,-8.592471358428805e-06,5.4963
2007-09-28,4.86,4.94,7.584376185058781e-06,-8.637934169849065e-06,5.4192
2007-09-29,5.0,5.15,8.055555555555557e-06,-8.606557377049178e-06,5.4192
2007-09-30,4.95,5.0,7.889822595704952e-06,-8.5118066996156e-06,5.4192
2007-10-01,4.98,5.15,7.571534745447794e-06,-8.132309941520468e-06,5.3859
2007-10-02,4.87,5.09,7.571455612341476e-06,-8.669208424110384e-06,5.3808
2007-10-03,5.0,5.03,2.388888888888889e-05,-2.520661157024792e-05,5.4201
2007-10-04,4.86,5.04,7.442169131588927e-06,-8.50154573558829e-06,5.45365
2007-10-05,4.95,5.09,7.983193277310924e-06,-8.379629629629632e-06,5.4314
2007-10-06,4.91,5.25,7.567211881932695e-06,-8.088371233129967e-06,5.4314
2007-10-07,4.92,5.25,7.601351351351353e-06,-8.186166298749081e-06,5.4314
2007-10-08,4.9,5.0,7.627118644067799e-06,-8.148148148148148e-06,5.39645
2007-10-09,4.8,4.92,7.231800766283525e-06,-7.983193277310924e-06,5.47039
2007-10-10,4.95,5.07,2.4509803921568623e-05,-2.5555555555555557e-05,5.42605
2007-10-11,4.85,4.98,7.454890788224123e-06,-8.194444444444443e-06,5.434
2007-10-12,4.88,4.99,7.653061224489796e-06,-8.221850613154962e-06,5.39361
2007-10-13,4.8,5.2,7.375478927203064e-06,-8.287037037037037e-06,5.39361
2007-10-14,4.82,5.2,7.445589919816726e-06,-8.090160867938647e-06,5.39361
2007-10-15,4.85,4.95,7.502374169040837e-06,-8.0765639589169e-06,5.4205
2007-10-16,4.8,4.98,7.279693486590041e-06,-8.123249299719889e-06,5.39051
2007-10-17,4.85,5.05,2.236467236467237e-05,-2.372881355932203e-05,5.41511
2007-10-18,4.75,4.98,7.149758454106283e-06,-7.95668549905838e-06,5.3861
2007-10-19,4.75,5.0,7.101449275362323e-06,-7.69230769230769e-06,5.36756
2007-10-20,4.75,5.15,7.342995169082122e-06,-8.263305322128854e-06,5.36756
2007-10-21,4.78,5.15,7.497116493656284e-06,-7.909281494187153e-06,5.36756
2007-10-22,4.8,5.15,7.662835249042147e-06,-8.239171374764594e-06,5.35434
2007-10-23,4.69,4.98,6.932239796914667e-06,-7.705479452054791e-06,5.43083
2007-10-24,4.7,5.03,2.105263157894737e-05,-2.3361823361823364e-05,5.38948
2007-10-25,4.74,5.02,7.210607820363918e-06,-7.684230622374953e-06,5.4308
2007-10-26,4.72,5.08,7.041569541569542e-06,-7.375478927203064e-06,5.38335
2007-10-27,4.65,5.13,6.538839724680433e-06,-8.214624881291547e-06,5.38335
2007-10-28,4.7,5.13,6.7251461988304085e-06,-8.045977011494252e-06,5.38335
2007-10-29,4.63,5.06,6.759423722123545e-06,-7.718696397941683e-06,5.3458
2007-10-30,4.7,4.92,6.773879142300195e-06,-7.198067632850244e-06,5.3517
2007-10-31,4.55,5.11,1.891891891891892e-05,-2.1739130434782614e-05,5.3394
2007-11-01,4.59,4.94,6.310872589942356e-06,-6.858710562414269e-06,5.3657
2007-11-02,4.58,5.15,6.919553962564717e-06,-7.637672698968666e-06,5.42119
2007-11-03,4.59,5.15,6.410256410256409e-06,-7.2016460905349774e-06,5.42119
2007-11-04,4.59,5.15,5.813953488372094e-06,-7.1036645110719165e-06,5.42119
2007-11-05,4.59,4.97,6.509640230570466e-06,-7.299627669998042e-06,5.39915
2007-11-06,4.59,4.98,6.112104949314255e-06,-6.550433412135536e-06,5.3674
2007-11-07,4.58,4.95,1.8817204301075263e-05,-2.0686619718309863e-05,5.3104
2007-11-08,4.45,5.05,5.8103975535168165e-06,-6.597222222222224e-06,5.30199
2007-11-09,4.58,5.05,6.371963361210675e-06,-6.993348982785601e-06,5.24583
2007-11-10,4.55,5.15,6.206206206206204e-06,-7.0796460176991184e-06,5.24583
2007-11-11,4.57,5.08,6.084181129064435e-06,-7.553606237816763e-06,5.24583
2007-11-12,4.45,5.15,5.9633027522935824e-06,-6.783521489403843e-06,5.31705
2007-11-13,4.53,5.06,6.93188667872212e-06,-7.499506611407145e-06,5.4224
2007-11-14,4.57,5.1,2.079593058049073e-05,-2.316433566433566e-05,5.40165
2007-11-15,4.6,4.96,6.795634920634918e-06,-7.358674463937626e-06,5.3998
2007-11-16,4.65,4.95,6.981317600786626e-06,-7.407407407407409e-06,5.49315
2007-11-17,4.51,5.15,6.20084694494858e-06,-7.1998443276902095e-06,5.49315
2007-11-18,4.53,5.15,5.92726542093631e-06,-7.482394366197181e-06,5.49315
2007-11-19,4.73,4.98,6.932324995152222e-06,-7.35294117647059e-06,5.46424
2007-11-20,4.7,4.95,6.822612085769983e-06,-7.246376811594204e-06,5.50005
2007-11-21,4.54,5.02,1.9855595667870032e-05,-2.3519163763066204e-05,5.372
2007-11-22,4.55,5.06,6.756756756756756e-06,-7.729468599033815e-06,5.3994
2007-11-23,4.72,5.11,7.284382284382279e-06,-7.702676680146351e-06,5.3654
2007-11-24,4.67,5.15,6.956692141877326e-06,-7.798960138648175e-06,5.3654
2007-11-25,4.67,5.15,6.4667842445620255e-06,-7.970599465444827e-06,5.3654
2007-11-26,4.65,5.06,6.981317600786626e-06,-7.8743961352657e-06,5.40945
2007-11-27,4.73,5.1,7.174713980996706e-06,-8.010997345468337e-06,5.40676
2007-11-28,4.75,4.99,2e-05,-2.2108843537414966e-05,5.45692
2007-11-29,4.7,4.96,6.28654970760234e-06,-6.8965517241379325e-06,5.44836
